"","study.area","station","station.season","utm_x","utm_y","dst.waterbodies","dst_rivers","dst_streams","dst_settlement","dst_roads","roads1000m","roads500m","roads200m","dst.water","dst.human","rabbit.ts","lynx.ts","rodent.ts","TC1000","nTC1000","nV1000","EVI1000","sdEVI1000","TC500","nTC500","nV500","EVI500","sdEVI500","TC200","nTC200","nV200","EVI200","sdEVI200","rbbt.ha","rbbt.se","n.sites","rdt.ha","rdt.se","As.ha","As.se"
"28","CNP","C57","C57a",-4.34733,39.33777,8.06118732,8.393353588,6.460724514,9.199122941,4.761384445,0,0,0,6.460724514,4.761384445,0,0,13.3333333333333,17.8,59.9333333333333,22.2666666666667,26817111.1111111,2178131.36900211,16.9166666666667,61.25,21.8333333333333,25683333.3333333,2782743.68268969,16,62,22,24553333.3333333,2871749.10137264,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"29","CNP","C60","C60a",-4.44865,39.32602,4.672262538,11.68409602,0.391769249,8.040398713,4.568314051,0,0,0,0.391769249,4.568314051,0,0,0,26.5744680851064,58.936170212766,14.4893617021277,26546595.7446809,1009298.42748742,27,60.6923076923077,12.3076923076923,26383076.9230769,914182.639352421,24,62,14,24310000,1798574.2810472,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"30","CNP","C62","C62a",-4.42545,39.32577,2.991426147,11.6846032,0.633569666,9.35563876,3.275870089,0,0,0,0.633569666,3.275870089,0,0,0,5.19565217391304,78.5869565217391,16.2173913043478,16934347.826087,4400712.02660488,2,80.8461538461538,17.1538461538462,14476923.0769231,5036513.96756036,2,83,15,15140000,5107164.08586997,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"31","CNP","C64","C64a",-4.40347,39.32597,2.699000927,11.57188305,1.462842242,8.500469369,3.459841238,0,0,0,1.462842242,3.459841238,0,0,0,2.95652173913043,83.9782608695652,13.0652173913043,14295869.5652174,5512731.57925573,3.21428571428571,84.2142857142857,12.5714285714286,13942857.1428571,5784015.45948841,3,86,11,12940000,6248135.22180818,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"32","CNP","C66","C66a",-4.38242,39.32773,4.202331296,10.5248453,2.96520432,7.914563987,5.048622719,0,0,0,2.96520432,5.048622719,0,0,0,2.39130434782609,85.6521739130435,11.9565217391304,14041956.5217391,6628760.87070988,2.75,87.4166666666667,9.83333333333333,14293333.3333333,6791660.16672036,3,89,8,13960000,6796747.58820554,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"33","CNP","C71","C71a",-4.41595,39.31822,1.800216229,11.81946259,0.304885598,8.521038153,2.283102144,0,0,0,0.304885598,2.283102144,0,0,0,4.95652173913043,81,14.0434782608696,16753043.4782609,4871613.37027556,4,82.3333333333333,13.6666666666667,17858333.3333333,4618782.816586,5,83,12,19793333.3333333,4262532.21268738,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"34","CNP","C73","C73a",-4.39402,39.31692,2.438524058,10.13892348,1.201680353,7.140887077,3.284426087,0,0,0,1.201680353,3.284426087,0,0,0,2.91666666666667,88.5416666666667,8.54166666666667,14446875,6186526.34716094,3.36363636363636,88.2727272727273,8.36363636363636,15230909.0909091,5784409.35004825,3,88.5,8.5,15060000,6130274.48633238,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"35","CNP","C79","C79a",-4.40242,39.30968,1.204014427,10.0939718,0.028119277,6.870011555,2.049891301,0,0,0,0.028119277,2.049891301,0,0,0,3.13333333333333,85.7333333333333,11.1333333333333,16184888.8888889,5817762.47982031,3.30769230769231,85.2307692307692,11.4615384615385,15890769.2307692,5502992.68290565,4,81.5,14.5,16235000,4465959.52113814,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"36","CNP","C81","C81a",-4.50362,39.32937,3.701028562,13.51900992,1.091806323,8.267731777,3.586693384,0,0,0,1.091806323,3.586693384,21.875,0,0,30.9565217391304,55.6521739130435,13.3913043478261,29356304.3478261,1197725.49870488,32.3636363636364,54.2727272727273,13.3636363636364,29145454.5454545,1636497.78490531,32,54.5,13.5,29600000,1688836.71337535,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"37","CNP","C82","C82a",-4.46512,39.31442,4.018538265,13.29242721,1.669297512,6.232833241,4.517338362,0,0,0,1.669297512,4.517338362,0,0,0,37.1836734693878,50.530612244898,12.2857142857143,31029795.9183673,1422022.95069171,36.9090909090909,51.0909090909091,12,31734545.4545455,1511342.97851759,42.5,45.5,12,31240000,2703877.3599736,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"38","CNP","C86","C86a",-4.41865,39.36092,6.521079821,7.949676216,2.845874394,11.30127574,7.040471196,0,0,0,2.845874394,7.040471196,0,0,0,30.6458333333333,58.3958333333333,10.9583333333333,28421041.6666667,2183920.87101447,32,58.8333333333333,9.16666666666667,28824166.6666667,2124781.44754835,32,60,8,32330000,1925976.66421769,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"39","CNP","C87","C87a",-4.3655,39.3723,9.23065394,6.212486212,5.153476056,11.18071958,8.882689876,0,0,0,5.153476056,8.882689876,0,0,6.45161290322581,29.7391304347826,58.0652173913044,12.195652173913,29668260.8695652,1764680.96227143,31.9166666666667,55.6666666666667,12.4166666666667,31680833.3333333,1718342.29732368,31.5,54.5,14,29555000,2167668.83874001,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"40","CNP","P29","P29a",-4.35773,39.35443,8.239303124,8.231789682,6.742128942,10.80916995,6.845713814,0,0,0,6.742128942,6.845713814,0,0,0,32.3958333333333,58.4583333333333,9.14583333333333,28424166.6666667,1524680.7063347,32.9166666666667,58.5833333333333,8.5,29746666.6666667,1511398.40380717,32.5,59.5,8,31415000,1679311.82168305,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"41","CNP","P43","P43a",-4.36983,39.3424,6.339984012,9.551631715,5.101297347,9.400826378,7.158485134,0,0,0,5.101297347,7.158485134,0,0,0,12.3260869565217,67.3478260869565,20.3260869565217,23872608.6956522,3487124.71302328,12.75,64.5833333333333,22.6666666666667,23530000,2951642.16233528,17,60.5,22.5,23090000,2764159.00410957,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"42","CNP","P54","P54a",-4.38138,39.33805,5.107319422,10.17270828,3.878559679,9.025947965,5.947735844,0,0,0,3.878559679,5.947735844,0,0,0,7.72340425531915,74.5744680851064,17.7021276595745,20310425.5319149,4342979.28236828,2.72727272727273,81.0909090909091,16.1818181818182,17185454.5454545,5116662.2585026,2,82.5,15.5,14445000,6071567.33151425,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"43","CNP","P56","P56a",-4.35747,39.33863,7.147777513,9.51735394,5.787169747,9.067767894,5.753637092,0,0,0,5.787169747,5.753637092,0,0,0,14.5,64.25,21.25,25187708.3333333,2966703.781499,15.8181818181818,61.4545454545455,22.7272727272727,25397272.7272727,2561905.44402642,16,60,24,27770000,1826087.19519207,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"44","CNP","P58","P58a",-4.33672,39.33618,9.038151941,7.226068063,6.977731163,9.364226755,3.752915672,0,0,0,6.977731163,3.752915672,0,0,0,16.6888888888889,62.4444444444444,20.8666666666667,24610222.2222222,2274042.69673129,19,60.5714285714286,20.4285714285714,26467142.8571429,2738519.20371911,19.5,61,19.5,26760000,3540225.78532939,1.792,0.919636159938628,15,0.713774557466161,0.206883890036136,0.0470776545912483,0.0470776545912483
"45","GVNP","CT-2","CT-2a",-7.7145,37.68557,1.615806341,2.175430375,3.649872704,3.277626118,0.481036209,1481.286,289.434,0,1.615806341,0.481036209,117.857142857143,0,0,4.83333333333333,79.0416666666667,16.125,16501041.6666667,3146154.0476081,6.58333333333333,77.5,15.9166666666667,17770833.3333333,3005394.33999748,8,74,18,17395000,3729510.78486769,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"46","GVNP","CT-3","CT-3a",-7.69493,37.68842,0.659390548,3.270089853,1.448865071,3.73307909,0.652322145,1523.37,0,0,0.659390548,0.652322145,82.1428571428571,0,7.14285714285714,4.35416666666667,77.2916666666667,18.3541666666667,16496875,2997707.51850682,4.07142857142857,75.1428571428571,20.7857142857143,16215714.2857143,3367655.87945814,4.5,73.5,22,16210000,4514229.66235043,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"47","GVNP","CT01","CT01a",-7.81682,37.71428,0.12161223,0.017768501,7.583327931,1.092657415,0.146028505,3229.46,929.912,230.419,0.017768501,0.146028505,248.571428571429,0,2.85714285714286,1.36734693877551,80.5510204081633,18.0816326530612,14238979.5918367,5516322.38157161,1.84615384615385,84.1538461538462,14,14822307.6923077,5955183.2889175,2,86,12,17090000,5707523.23935503,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"48","GVNP","CT-1","CT-1a",-7.72827,37.69438,1.593325102,3.328665057,4.70486513,2.247815414,0.728923905,1562.846,0,0,1.593325102,0.728923905,85.7142857142857,0,35.7142857142857,4.54166666666667,79.9166666666667,15.5416666666667,16102083.3333333,4711285.79548001,7,77.1818181818182,15.8181818181818,17910000,4103748.78450396,8,76,16,18735000,3928418.9815299,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"49","GVNP","CT08","CT08a",-7.78397,37.68823,2.542934199,0.119057309,10.09638853,2.155780981,1.992744919,0,0,0,0.119057309,1.992744919,17.1428571428571,0,2.85714285714286,3.41176470588235,81.2352941176471,15.3529411764706,15036274.5098039,3567506.99404334,4.08333333333333,78.1666666666667,17.75,16979166.6666667,3371950.09942227,4,76,20,16870000,3929050.28106171,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"50","GVNP","CT09","CT09a",-7.76708,37.69017,2.577403817,1.555040827,8.914025779,2.602930631,1.944932889,0,0,0,1.555040827,1.944932889,27.2727272727273,0,3.03030303030303,2.78723404255319,86.0425531914894,11.1702127659574,14531276.5957447,5315140.56842428,2.33333333333333,91.1666666666667,6.5,13237500,5581779.88339442,2.5,92.5,5,13145000,4646606.13901276,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"51","GVNP","CT10","CT10a",-7.73718,37.68557,0.975335667,2.716935512,6.034713194,0.862656948,0.136544671,4135.373,856.751,239.712,0.975335667,0.136544671,206.060606060606,0,18.1818181818182,1.86666666666667,85.1111111111111,13.0222222222222,13749333.3333333,6301156.05479551,1.5,85.4166666666667,13.0833333333333,13489166.6666667,6242244.81974718,2,86.6666666666667,11.3333333333333,13910000,6422544.49402865,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"52","GVNP","CT11","CT11a",-7.79948,37.68108,2.930973757,0.050196542,8.959896725,1.848173161,1.549388963,0,0,0,0.050196542,1.549388963,17.1428571428571,0,0,3.32608695652174,79.2608695652174,17.4130434782609,15911956.5217391,3170194.55301891,3.33333333333333,78.5,18.1666666666667,16071666.6666667,2913178.27435586,3.33333333333333,78.6666666666667,18,16336666.6666667,2857257.54509676,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"53","GVNP","CT12","CT12a",-7.77313,37.6797,3.152038513,0.583450798,9.938722339,3.053507749,2.842326283,0,0,0,0.583450798,2.842326283,81.0810810810811,0,0,4.89795918367347,79.8163265306122,15.2857142857143,16416938.7755102,3680396.27354142,6.07692307692308,76.7692307692308,17.1538461538462,17356923.0769231,3634710.7390377,4.5,76.5,19,17350000,3858066.58545155,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"54","GVNP","CT14","CT14a",-7.7298,37.678,2.148107361,1.805380106,5.482542586,1.58165399,0.910623801,1181.474,0,0,1.805380106,0.910623801,9.09090909090909,0,0,3.28571428571429,80.6938775510204,16.0204081632653,14636938.7755102,3198452.60082934,3.91666666666667,81.8333333333333,14.25,15625000,3300213.3184888,4,92,4,16530000,3923850.50400468,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"55","GVNP","CT15","CT15a",-7.70718,37.67945,0.628839582,1.769201742,3.032384649,4.062426711,0.103817793,1748.694,874.589,279.412,0.628839582,0.103817793,26.6666666666667,0,6.66666666666667,4.58333333333333,75.7916666666667,19.625,15245000,1684876.97696816,4.23076923076923,75.9230769230769,19.8461538461538,14816923.0769231,1733162.53805016,3,75,22,14593333.3333333,1906511.50301044,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"56","GVNP","CT18","CT18a",-7.78402,37.67075,2.787439574,0.036561205,8.874494304,1.670929067,1.479604555,0,0,0,0.036561205,1.479604555,114.285714285714,0,0,3.375,80.8541666666667,15.7708333333333,14108958.3333333,3719357.37061358,2.83333333333333,80.0833333333333,17.0833333333333,13740000,3488852.239612,2.5,79.5,18,13980000,3641592.00915082,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"57","GVNP","CT19","CT19a",-7.7659,37.67217,2.21884176,0.558561834,9.545559788,2.036207875,1.955268515,0,0,0,0.558561834,1.955268515,307.142857142857,0,7.14285714285714,6.16666666666667,78.6458333333333,15.1875,15948541.6666667,3605064.92114863,5.58333333333333,80.3333333333333,14.0833333333333,16090833.3333333,4123314.89149743,5,84,11,16540000,4763197.30969767,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
"58","GVNP","CT20","CT20a",-7.73918,37.6703,2.486526249,1.021521873,6.727122545,1.317689363,1.18803176,0,0,0,1.021521873,1.18803176,30,0,0,9.72,77.64,12.64,17476000,3448610.72752493,9.90909090909091,78.4545454545455,11.6363636363636,17940909.0909091,2936867.4670173,10.5,81,8.5,18730000,3416413.6085147,48.2726666666667,8.43225900177502,15,2.26757369614512,0.711512419854659,1.03570840100746,0.476790968481943
