"","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","Rhat","n.eff","names","mode"
"phi1",1.78487203131989,0.187475468716401,1.46014565037604,1.65250760130207,1.77145412355181,1.90188776829249,2.20289178505666,1.00084306671048,9000,"smarten/genet",1.60542471654709
