"","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","Rhat","n.eff","names","mode"
"phi1",0.27753275939503,0.14208770789329,0.0510229358012776,0.169391068027083,0.263761297273931,0.372588167246376,0.586407650276553,1.00088903412029,9000,"lynx/fox",0.280743953262059
"phi2",0.417007468908336,0.266299153993922,0.0365977542107134,0.217323733382083,0.374230238318451,0.568400833126109,1.03936065708074,1.00089050841384,9000,"lynx/wildcat",0.60534135764499
"phi3",1.81698207327215,1.27998932251856,0.289491608953077,0.94383969535562,1.52403558540381,2.36706818003829,4.95287107239787,1.00250275553376,1200,"lynx/badger",1.25279197070488
"phi4",0.00901898574615869,0.0187265237294246,0.000114388710789082,0.000423101051003717,0.00185388566120338,0.00835505341795049,0.0632067294440708,1.00090559807011,9000,"lynx/smarten",0.00014142023620142
"phi6",0.251882748660837,0.152397087544965,0.0175433496051009,0.137140045211118,0.234348997800871,0.347524384800773,0.591017721849266,1.00123590980096,5000,"lynx/genet",0.133510247255785
"phi7",0.0231135325684399,0.0512295080771676,0.000225566697508667,0.000936268554771795,0.00397800459771067,0.020154963219975,0.169615248106939,1.00105226595964,9000,"lynx/mongoose",0.00247008955690965
