"","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","Rhat","n.eff","names","mode"
"phi1",1.23191498748189,0.10293637374053,1.03319912378281,1.16552524443464,1.22852052402976,1.29529305838191,1.44180094836828,1.00083214086092,9000,"badger/fox",1.28892023420006
"phi2",1.16176293050704,0.246263341074531,0.676754850131815,1.00552896243706,1.16106472896781,1.30909001092596,1.66271007662121,1.00111504594643,7100,"badger/wildcat",1.29102375369358
"phi3",0.613168708493423,0.225168593247241,0.21397345355587,0.448134747154626,0.600394685384394,0.765244381981782,1.08256081758558,1.0012038707551,5400,"badger/pmarten",0.521813334926812
"phi4",1.46387608827703,0.167703816268067,1.1744347843691,1.34542425098077,1.44992396329355,1.56886495684949,1.82923086209944,1.00120844585588,5300,"badger/smarten",1.36482037912006
"phi5",1.61217846408678,0.327313320460754,1.04158336737007,1.39633968577703,1.58335842574403,1.79928681826075,2.33956011997853,1.00241904127177,1300,"badger/mongoose",1.2575818293643
"phi6",1.58205132743724,0.215313064584385,1.22274777805791,1.4288091581406,1.56017755480723,1.71273927567315,2.06415385646833,1.00105309064099,9000,"badger/genet",1.25837945580816
